COUNTRY,SERIES_CODE,INDICATOR,SCALE,UNIT,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Available_Year_Count,Missing_Year_Count,Missing_Year_Percentage,Historical_Average,Historical_Median,Historical_Minimum,Historical_Maximum,Historical_Standard_Deviation,Historical_Range,First_Year_Value,Latest_Year_Value,First_Year,Latest_Year,Absolute_Change,Percentage_Change,Previous_Year_Value,Latest_Year_Change,Latest_Year_Change_Percentage,CAGR_Percentage,Trend_Slope,Trend_Direction,Latest_Value_Status,Latest_Value_Log,Historical_Average_Log,Country_ID,Country_Record_Count,Indicator_ID,Indicator_Record_Count,Unit_ID,Unit_Record_Count,Scale_ID,Country_Indicator_Record_Count,Latest_Value_Outlier_Flag,Historical_Average_Outlier_Flag,Total_Missing_Values_Per_Row,Total_Available_Values_Per_Row,Missing_Value_Percentage_Per_Row
Hungary,HUN.GGR_NGDP.A,"Revenue, General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,46.479,46.533,43.956,43.301,43.667,44.252,43.213,42.18,41.985,42.174,41.581,42.138,44.798,44.99,45.901,44.479,43.92,46.917,47.481,47.243,48.351,44.872,44.192,43.876,43.822,43.544,40.977,42.669,42.561,42.01,42.821,45,0,0.0,34.40058888888889,42.669,10.478,48.351,14.692332202504046,37.873,12.017,42.821,1981,2025,30.804,256.33685612049595,42.01,0.8109999999999999,1.9304927398238514,2.9300750975593814,0.891640316205535,Increasing,Positive,3.780113154536783,3.5667284552807113,75,42,40,197,3,3211,2,1,0,0,0,85,0.0
Hungary,HUN.GGXCNL.A,"Net lending (+) / net borrowing (-), General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,-501.876,-311.702,-490.379,-775.31,-614.072,-405.236,-615.856,-1533.781,-1374.123,-1391.28,-1757.626,-2254.329,-1308.462,-1030.751,-1259.676,-1216.741,-1487.238,-673.987,-788.386,-910.279,-700.701,-650.58,-965.67,-891.296,-970.456,-3654.169,-3950.388,-4082.482,-5099.512,-3989.588,-4049.789,45,0,0.0,-1100.5461666666665,-700.701,-5099.512,15.373,1343.7219139571262,5114.884999999999,12.017,-4049.789,1981,2025,-4061.806,-33800.49929266873,-3989.588,-60.20100000000002,-1.5089528041492009,,-79.34371581027648,Decreasing,Negative,,,75,42,32,197,0,2134,0,1,1,1,3,82,3.488372093023256
Hungary,HUN.NGDP_FY.A,"Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",Billions,Domestic currency,813.468,884.351,934.933,1020.554,1078.131,1135.646,1279.135,1502.336,1796.958,2179.206,2605.81,3069.277,3700.927,4552.608,5855.585,7149.02,8853.541,10459.461,11658.136,13340.291,15413.047,17440.962,19108.793,21088.678,22572.429,24321.949,25730.258,27233.189,26467.799,27427.572,28492.069,28919.192,30343.344,32826.77,34984.756,36311.882,39335.928,43553.984,47940.496,48807.766,55560.466,65950.424,75292.668,81447.664,86445.167,45,0,0.0,23264.147244444444,19108.793,813.468,86445.167,22930.34350872411,85631.69900000001,813.468,86445.167,1981,2025,85631.69900000001,10526.744629167959,81447.664,4997.502999999997,6.135845713144083,11.187137881720766,1614.7145167325402,Increasing,Positive,11.367277152360993,10.054711693269873,75,42,19,197,0,2134,0,1,1,1,0,85,0.0
Hungary,HUN.PCPI.A,"All Items, Consumer price index (CPI), Period average",Units,Index,3.523,3.77,4.012,4.359,4.664,4.911,5.337,6.18,7.228,9.321,12.512,15.384,18.838,22.392,28.729,35.468,41.957,47.926,52.706,57.864,63.16,66.483,69.584,74.282,76.928,79.932,86.288,91.513,95.355,100.0,103.929,109.812,111.693,111.437,111.364,111.806,114.438,117.687,121.656,125.676,132.092,151.404,177.355,183.93,192.089,45,0,0.0,70.37719999999999,69.584,3.523,192.089,54.29031466092104,188.566,3.523,192.089,1981,2025,188.566,5352.426908884473,183.93,8.158999999999992,4.4359267112488405,9.51357367263257,4.043720816864292,Increasing,Positive,5.263151222508933,4.267978490618489,75,42,2,197,1,590,2,1,0,0,0,85,0.0
Montenegro,MNE.PPPSH.A,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,0.011,0.011,0.011,0.011,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.011,0.009,0.01,0.01,0.01,0.01,0.01,45,0,0.0,5.7390000000000025,0.011,0.009,16.064,6.863012530951696,16.055,12.017,0.01,1981,2025,-12.007,-99.91678455521344,0.01,0.0,0.0,-14.885287804605706,-0.4209694334650853,Decreasing,Positive,0.009950330853168083,1.9079115459640803,117,37,26,197,3,3211,2,1,0,0,0,85,0.0
"Serbia, Republic of",SRB.GGXONLB_NGDP.A,"Primary net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,0.326,0.943,-2.072,-1.556,1.191,2.339,0.447,-0.119,-3.685,-2.597,-2.337,-2.561,-4.388,-2.588,-2.956,-0.355,1.722,3.763,2.833,1.917,-5.0,-1.502,1.294,0.482,0.118,-0.396,45,0,0.0,5.4055333333333335,1.917,-5.0,16.064,7.354353387929183,21.064,12.017,-0.396,1981,2025,-12.413,-103.29533161354749,0.118,-0.514,-435.59322033898303,,-0.43485046113307024,Decreasing,Negative,,1.8571622001620764,150,42,37,190,3,3211,2,1,0,0,2,83,2.3255813953488373
"Serbia, Republic of",SRB.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,-4.541,-2.345,-3.529,-1.708,1.853,-3.534,-6.463,-12.208,-7.825,-8.857,-15.421,-19.124,-5.665,-5.771,-7.792,-10.366,-5.506,-5.36,-3.316,-2.816,-5.026,-4.644,-6.571,-3.934,-4.106,-6.517,-2.345,-4.549,-4.851,45,0,0.0,0.8723000000000002,-3.529,-19.124,16.064,9.926304831447508,35.188,12.017,-4.851,1981,2025,-16.868,-140.36781226595656,-4.549,-0.3019999999999996,-6.638821719059125,,-0.5666234519104076,Decreasing,Negative,,0.6271676216259701,150,42,4,196,3,3211,2,1,0,0,2,83,2.3255813953488373
Montenegro,MNE.GGXCNL_NGDP.A,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,16.661499999999997,15.9575,-1.441,-4.056,-2.454,-1.417,4.338,8.437,-2.298,-6.739,-4.877,-6.79,-5.866,-4.535,-0.7,-6.026,-6.206,-6.887,-6.297,-1.736,-10.919,-1.372,-4.046,0.378,-3.442,-3.612,45,0,0.0,4.712044444444445,4.338,-10.919,16.661499999999997,9.179655033391542,27.580499999999997,12.017,-3.612,1981,2025,-15.629,-130.0574186569027,-3.442,-0.16999999999999993,-4.938988959907029,,-0.564673978919632,Decreasing,Negative,,1.7425770058971464,117,37,33,197,3,3211,2,1,0,0,2,83,2.3255813953488373
Montenegro,MNE.NGDP_R.A,"Gross domestic product (GDP), Constant prices, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,1.733,1.752,1.785,1.83,1.91,1.99,2.162,2.315,2.475,2.326,2.392,2.473,2.411,2.493,2.552,2.616,2.706,2.793,2.926,3.054,2.596,2.935,3.162,3.367,3.474,3.567,45,0,0.0,7.1951333333333345,3.162,1.733,16.064,5.637568421677107,14.331,12.017,3.567,1981,2025,-8.45,-70.31705084463677,3.474,0.09299999999999997,2.677029360967184,-2.7226964440925983,-0.326047957839262,Decreasing,Positive,1.518856534202862,2.103540482146821,117,37,14,196,0,2134,0,1,0,0,0,85,0.0
"Serbia, Republic of",SRB.NGDP_R.A,"Gross domestic product (GDP), Constant prices, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,3425.253,3608.251,3235.681,3431.605,3664.217,3903.895,4081.9,4354.852,4611.94,4791.837,5167.137,5433.807,5263.044,5347.83,5350.732,5326.977,5351.033,5254.486,5322.57,5480.927,5610.463,5871.314,6150.213,6091.785,6576.024,6753.805,7006.933,7283.702,7431.59,45,0,0.0,3364.3531888888892,4081.9,10.478,7431.59,2685.997760871084,7421.112,12.017,7431.59,1981,2025,7419.573,61742.30673212949,7283.702,147.88799999999992,2.0303960815530333,15.727963537711087,194.7059167325428,Increasing,Positive,8.913629663779767,8.121288196121894,150,42,14,196,0,2134,0,1,1,1,0,85,0.0
Hungary,HUN.GGXCNL_NGDP.A,"Net lending (+) / net borrowing (-), General government, Percent of GDP",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,-8.571,-4.36,-5.539,-7.413,-5.267,-3.038,-3.996,-8.794,-7.191,-6.597,-7.787,-9.269,-5.085,-3.785,-4.759,-4.436,-5.22,-2.331,-2.598,-2.773,-2.003,-1.792,-2.455,-2.046,-2.024,-7.487,-7.11,-6.19,-6.773,-4.898,-4.685,45,0,0.0,0.5526999999999984,-3.038,-9.269,15.373,8.656161046408714,24.642,12.017,-4.685,1981,2025,-16.701999999999998,-138.9864358824998,-4.898,0.21300000000000008,4.348713760718662,,-0.4803263504611336,Decreasing,Negative,,0.439995351004986,75,42,33,197,3,3211,2,1,0,0,2,83,2.3255813953488373
Montenegro,MNE.NGDP.A,"Gross domestic product (GDP), Current prices, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,1.044,1.282,1.341,1.484,1.665,1.813,2.166,2.687,3.1,2.982,3.121,3.238,3.169,3.33,3.447,3.615,3.937,4.252,4.601,4.898,4.145,4.923,5.944,7.069,7.645,8.171,45,0,0.0,7.845666666666667,5.944,1.044,16.064,5.276007503957722,15.02,12.017,8.171,1981,2025,-3.846,-32.004660064908045,7.645,0.5259999999999998,6.880313930673641,-0.8728299228951464,-0.2564019762845849,Decreasing,Positive,2.216046331576807,2.179927696921401,117,37,18,197,0,2134,0,1,0,0,0,85,0.0
Hungary,HUN.PPPSH.A,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021",Units,Percent,0.513,0.525,0.516,0.507,0.488,0.48,0.481,0.46,0.447,0.415,0.358,0.311,0.304,0.304,0.301,0.29,0.287,0.291,0.29,0.288,0.292,0.298,0.299,0.298,0.297,0.294,0.28,0.275,0.258,0.248,0.244,0.233,0.23,0.232,0.233,0.231,0.232,0.236,0.246,0.245,0.24,0.242,0.232,0.226,0.219,45,0,0.0,0.31591111111111114,0.29,0.219,0.525,0.0964663912793707,0.30600000000000005,0.513,0.219,1981,2025,-0.29400000000000004,-57.309941520467845,0.226,-0.007000000000000006,-3.0973451327433654,-1.9159623826891736,-0.006483135704874843,Decreasing,Positive,0.1980308504991345,0.2745292858734804,75,42,26,197,3,3211,2,1,0,0,0,85,0.0
Hungary,HUN.NGDPRPPPPC.A,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",Units,Not Specified,18920.225,19477.325,19660.904,20242.839,20270.933,20657.981,21598.463,21677.381,21926.46,21254.352,18729.791,18155.011,18065.416,18624.83,19122.714,19171.748,19780.99,20584.148,21275.265,22280.737,23235.796,24394.654,25438.008,26766.506,27970.071,29130.976,29259.734,29612.188,27654.822,27997.61,28614.251,28384.457,29069.572,30468.112,31692.584,32584.957,34068.159,36074.364,37960.636,36354.855,39134.22,40933.115,40640.938,40932.532,41207.668,45,0,0.0,26690.184400000006,25438.008,18065.416,41207.668,7334.223110142006,23142.251999999997,18920.225,41207.668,1981,2025,22287.443,117.79692366237717,40932.532,275.1359999999986,0.6721695105496982,1.7848155852985714,518.8824179183126,Increasing,Positive,10.626403901558607,10.192088617584828,75,42,16,195,2,1142,2,1,1,1,0,85,0.0
"Serbia, Republic of",SRB.NGDPRPC.A,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",Units,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,429112.616,456552.24,488338.698,520517.155,545665.483,583513.331,619820.357,646534.695,700004.227,739271.127,718915.756,733439.846,739406.903,739704.148,746667.568,736769.845,750145.552,776519.83,799113.641,840848.701,885529.878,882979.177,962205.198,1013407.905,1057940.48,1105857.229,1136369.047,45,0,0.0,452342.07625555556,545665.483,10.478,1136369.047,401185.58261849574,1136358.5690000001,12.017,1136369.047,1981,2025,1136357.03,9456245.568777565,1105857.229,30511.81799999997,2.7591100550647996,29.743204788111544,29156.30121119892,Increasing,Positive,13.943349570818247,13.022196189170185,150,42,15,196,0,2134,2,1,1,1,0,85,0.0
"Latvia, Republic of",LVA.PPPSH.A,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,0.048,0.041,0.041,0.039,0.038,0.04,0.042,0.041,0.042,0.043,0.045,0.048,0.049,0.053,0.056,0.059,0.056,0.047,0.043,0.043,0.044,0.044,0.043,0.043,0.043,0.043,0.043,0.044,0.044,0.043,0.042,0.04,0.039,0.038,45,0,0.0,3.0927888888888906,0.044,0.038,14.4635,5.458281811623601,14.4255,12.017,0.038,1981,2025,-11.979,-99.68378130981111,0.039,-0.0010000000000000009,-2.5641025641025665,-12.26325162838281,-0.3021902503293807,Decreasing,Positive,0.037295784743696894,1.4092266176041575,95,43,26,197,3,3211,2,1,0,0,0,85,0.0
Hungary,HUN.PPPGDP.A,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,Not Specified,76.07,83.066,86.942,92.475,95.158,98.564,105.098,108.733,113.829,113.96,103.804,102.917,104.749,110.139,115.305,117.535,123.122,129.297,135.174,144.331,153.575,163.339,173.124,186.603,200.73,215.061,221.622,228.135,214.071,218.986,227.788,228.922,237.549,252.162,263.817,272.818,289.157,313.13,345.4,344.108,377.684,421.345,433.365,446.611,461.159,45,0,0.0,201.12286666666668,173.124,76.07,461.159,109.02847524439743,385.089,76.07,461.159,1981,2025,385.089,506.22978835283294,446.611,14.548000000000002,3.2574208875285207,4.1806855029484336,7.807378260869554,Increasing,Positive,6.1359089877178565,5.308875763316731,75,42,22,197,2,1142,0,1,0,0,0,85,0.0
"Serbia, Republic of",SRB.PPPEX.A,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",Units,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,3.125,3.85,4.892,8.573,15.44,18.108,19.982,21.04,23.233,25.657,27.187,29.207,31.477,32.638,35.497,36.954,39.17,39.62,40.107,40.343,40.821,41.004,39.65,39.76,40.651,41.921,46.057,47.795,48.563,45,0,0.0,24.320277777777775,19.982,3.125,48.563,13.695190383586375,45.438,12.017,48.563,1981,2025,36.54600000000001,304.1191645169344,47.795,0.7680000000000007,1.6068626425358314,3.224860729996659,0.9466177865612642,Increasing,Positive,3.903244587616564,3.231605567902124,150,42,38,197,2,1142,2,1,0,0,0,85,0.0
Montenegro,MNE.PCPI.A,"All Items, Consumer price index (CPI), Period average",Units,Index,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,100.0,129.864,160.68,192.336,206.764,213.172,220.518,225.183,232.762,253.71,262.719,263.724,272.828,284.14,290.401,288.339,292.807,292.009,298.963,306.764,307.877,307.084,314.499,355.506,386.026,398.9,414.458,45,0,0.0,166.99625555555554,206.764,10.478,414.458,139.32674823135355,403.98,12.017,414.458,1981,2025,402.44100000000003,3348.930681534493,398.9,15.55800000000005,3.900225620456267,8.379557677534667,10.17147180500658,Increasing,Positive,6.029381526153778,5.123941690795081,117,37,2,197,1,590,2,1,0,0,0,85,0.0
Montenegro,MNE.NGDPPC.A,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",Units,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,1725.389,2111.158,2198.886,2424.374,2714.215,2951.84,3522.265,4363.563,5024.638,4822.741,5037.757,5219.649,5100.045,5348.001,5526.66,5787.224,6295.051,6793.32,7344.562,7815.503,6614.877,7876.508,9532.5,11336.831,12253.976,13090.938,45,0,0.0,3402.010155555556,2424.374,10.478,13090.938,3729.9820754864163,13080.460000000001,12.017,13090.938,1981,2025,13078.921,108836.82283431805,12253.976,836.9619999999995,6.830125993391856,17.22674273497693,263.7842349143607,Increasing,Positive,9.47975189989339,8.132415658791356,117,37,20,197,0,2134,2,1,1,1,0,85,0.0
"Latvia, Republic of",LVA.PPPPC.A,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Units,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,5883.766,5352.626,5674.845,5960.71,6287.519,7052.853,7675.008,8074.837,8804.426,9699.673,10753.669,12001.825,13534.489,15765.851,18516.215,21179.44,21017.954,17993.378,17895.518,19235.69,21331.552,22379.053,23505.494,24811.753,25910.247,27534.194,29706.772,32096.046,32617.399,35438.975,39044.216,39953.176,41173.135,43509.366,45,0,0.0,15055.763077777778,12001.825,10.478,43509.366,13270.885040858735,43498.888,12.017,43509.366,1981,2025,43497.349,361965.12440708996,41173.135,2336.2309999999998,5.6741635049164945,20.47072272778243,981.992976021079,Increasing,Positive,10.680754487538689,9.619582543177515,95,43,24,197,2,1142,2,1,1,1,0,85,0.0
Montenegro,MNE.BCA.A,"Current account balance (credit less debit), US dollar",Billions,US dollar,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,16.661499999999997,-0.157,-0.146,-0.115,-0.149,-0.376,-0.862,-1.477,-2.258,-1.157,-0.842,-0.671,-0.625,-0.509,-0.57,-0.446,-0.71,-0.781,-0.937,-0.791,-1.244,-0.54,-0.807,-0.856,-1.414,-1.896,45,0,0.0,5.651366666666666,-0.149,-2.258,16.661499999999997,7.413615285099067,18.919499999999996,12.017,-1.896,1981,2025,-13.913,-115.77764833153034,-1.414,-0.482,-34.08769448373409,,-0.4598153491436094,Decreasing,Negative,,1.894822347337159,117,37,5,196,4,590,0,1,0,0,2,83,2.3255813953488373
Hungary,HUN.NGDP.A,"Gross domestic product (GDP), Current prices, Domestic currency",Billions,Domestic currency,813.468,884.351,934.933,1020.554,1078.131,1135.646,1279.135,1502.336,1796.958,2179.206,2605.81,3069.277,3700.927,4552.608,5855.585,7149.02,8853.541,10459.461,11658.136,13340.291,15413.047,17440.962,19108.793,21088.678,22572.429,24321.949,25730.258,27233.189,26467.799,27427.572,28492.069,28919.192,30343.344,32826.77,34984.756,36311.882,39335.928,43553.984,47940.496,48807.766,55560.466,65950.424,75292.668,81447.664,86445.167,45,0,0.0,23264.147244444444,19108.793,813.468,86445.167,22930.34350872411,85631.69900000001,813.468,86445.167,1981,2025,85631.69900000001,10526.744629167959,81447.664,4997.502999999997,6.135845713144083,11.187137881720766,1614.7145167325402,Increasing,Positive,11.367277152360993,10.054711693269873,75,42,18,197,0,2134,0,1,1,1,0,85,0.0
Montenegro,MNE.PPPPC.A,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Units,Not Specified,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,9035.066,9302.619,9588.18,9981.985,10682.458,11463.203,12817.011,14081.177,15313.686,14452.606,15010.32,15817.485,15684.11,16460.212,17112.056,17680.907,18442.075,19356.73,21083.626,23705.446,20624.824,24125.821,27907.057,30817.503,32565.586,34376.421,45,0,0.0,10394.359022222225,9981.985,10.478,34376.421,10495.274975991657,34365.943,12.017,34376.421,1981,2025,34364.404,285964.91636847804,32565.586,1810.8350000000028,5.560578581328163,19.82736618539491,757.4254752305657,Increasing,Positive,10.44515526157977,9.249114737668007,117,37,24,197,2,1142,2,1,1,1,0,85,0.0
Hungary,HUN.PCPIEPCH.A,"All Items, Consumer price index (CPI), End-of-period (EoP), percent change",Units,Percent,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,18.1,33.4,32.2,21.6,21.1,21.2,28.3,19.756,18.425,10.312,11.186,10.081,6.818,4.817,5.731,5.451,3.332,6.523,7.38,3.5,5.558,4.674,4.073,4.978,0.413,-0.931,0.873,1.767,2.139,2.738,3.995,2.74,7.363,24.549,5.5,4.6,3.3,45,0,0.0,10.292366666666666,7.363,-0.931,33.4,8.52246319653911,34.330999999999996,12.017,3.3,1981,2025,-8.716999999999999,-72.53890322043772,4.6,-1.2999999999999998,-28.26086956521739,-2.8945538063263387,-0.3662182476943349,Decreasing,Positive,1.4586150226995167,2.424126981230218,75,42,1,196,3,3211,2,1,0,0,0,85,0.0
"Serbia, Republic of",SRB.NGDPD.A,"Gross domestic product (GDP), Current prices, US dollar",Billions,US dollar,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,24.995,20.001,12.893,10.431,13.65,17.997,23.627,26.718,28.143,33.421,45.121,54.117,46.949,43.067,51.274,45.111,50.456,49.114,41.297,42.225,45.973,52.788,53.865,55.874,65.83,66.81,81.344,90.088,99.953,45,0,0.0,33.44938888888888,24.995,10.431,99.953,23.390121222306483,89.522,12.017,99.953,1981,2025,87.936,731.7633352750272,90.088,9.865000000000009,10.950404049373956,4.932274271690851,1.606903689064558,Increasing,Positive,4.614655061999306,3.539491258227985,150,42,23,197,4,590,0,1,0,0,0,85,0.0
"Serbia, Republic of",SRB.GGXCNL.A,"Net lending (+) / net borrowing (-), General government, Domestic currency",Billions,Domestic currency,12.017,10.6935,10.478,12.114,11.111,12.52,13.396,13.286,13.7585,14.4635,13.831,13.807,14.295,15.373,16.064,14.883,15.735,14.973,15.1875,-0.686,2.957,-26.883,-32.403,0.957,19.291,-20.234,-21.043,-128.545,-104.786,-113.281,-141.061,-242.306,-205.754,-243.514,-145.826,-50.674,65.21,41.15,-0.247,-398.482,-207.516,-10.529,-106.758,-169.001,-230.153,45,0,0.0,-49.15846666666666,2.957,-398.482,65.21,100.34790618339234,463.692,12.017,-230.153,1981,2025,-242.17,-2015.228426395939,-169.001,-61.15199999999999,-36.184401275732085,,-4.707419499341265,Decreasing,Negative,,,150,42,32,197,0,2134,0,1,0,0,3,82,3.488372093023256
